mca_registration,gstin,cin,iso_certification,pan_number,tan_number,msme_registration,shop_license,import_export_code,professional_tax,website_quality,domain_age,ssl_certificate,linkedin_profile,glassdoor_reviews,employee_count,turnover,contact_number,office_address,epf_registration,website_quality_dup,email_domain,linkedin_activity,scam_reports,job_platform,salary_realism,upfront_payment,description_quality,interview_process,comm_channels,has_company_logo,has_questions,social_media,employee_reviews,physical_address,epf_registration_dup,fssai_license,sebi_approval,description,fraudulent
No,No,None,No,Yes,No,No,None,None,Yes,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Average,Gmail,Active,Few,Naukri,Realistic,No,Poor,Phone,Telegram,No,Has Questions,Active,Positive,Present,Yes,None,No,Hiring marketing executive with good comm skills and sales experience,1
Yes,No,No,Yes,No,No,No,None,No,Yes,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Yahoo,Active,None,LinkedIn,Low,No,Average,Video,WhatsApp,Yes,Has Questions,Inactive,Positive,Present,No,Yes,Yes,Frontend developer required - html css js,1
None,Yes,None,Yes,None,Yes,None,No,No,No,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Good,Gmail,Inactive,Many,Telegram,Realistic,No,Good,None,Email,No,Has Questions,Inactive,Negative,Present,Yes,Yes,No,Urgent requirement for developer. Apply now with resume,1
No,Yes,No,Yes,Yes,None,None,No,None,None,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Gmail,Inactive,Many,Indeed,Low,Yes,Poor,In-Person,WhatsApp,No,Has Questions,Inactive,Negative,None,No,None,Yes,Job opening in finance. CA preferred. Salary competitive,0
None,Yes,No,No,Yes,No,None,None,Yes,No,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Good,Gmail,Inactive,Few,Telegram,Realistic,Yes,Average,Phone,Email,No,Has Questions,Active,Positive,None,No,Yes,Yes,Frontend developer required - html css js,1
No,No,No,No,Yes,No,Yes,No,No,None,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Poor,Yahoo,Inactive,Few,Telegram,Realistic,Yes,Poor,None,Email,No,Has Questions,Active,None,None,Yes,Yes,No,Frontend developer required - html css js,1
No,Yes,Yes,Yes,None,Yes,None,None,None,None,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Outlook,Inactive,Few,WhatsApp,Realistic,Yes,Good,Video,Email,Yes,Has Questions,Active,Positive,None,No,No,No,Job opening in finance. CA preferred. Salary competitive,0
No,None,None,Yes,None,No,Yes,Yes,Yes,No,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Outlook,Inactive,Few,Telegram,Low,Yes,Good,Phone,Call,No,Has Questions,Inactive,Positive,Present,No,No,None,Hiring marketing executive with good comm skills and sales experience,0
Yes,None,No,No,None,No,Yes,None,Yes,None,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Gmail,Inactive,None,Naukri,Low,Yes,Good,Video,Call,Yes,Has Questions,Active,Negative,Present,No,None,No,Job opening in finance. CA preferred. Salary competitive,0
Yes,Yes,No,None,Yes,None,No,Yes,None,No,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Average,Yahoo,Inactive,Many,Telegram,Low,No,Poor,Phone,Telegram,Yes,Has Questions,Inactive,Positive,None,Yes,Yes,Yes,Looking for software engineer with 2+ years experience in python and django,0
None,None,No,None,Yes,None,No,None,None,Yes,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Good,Gmail,Active,Few,LinkedIn,Realistic,Yes,Average,Video,Email,Yes,Has Questions,Active,None,None,Yes,No,No,Urgent requirement for developer. Apply now with resume,0
No,Yes,Yes,No,Yes,No,Yes,Yes,None,None,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Yahoo,Active,None,Naukri,Realistic,Yes,Average,None,Telegram,Yes,Has Questions,Active,Negative,Present,No,No,None,Frontend developer required - html css js,0
Yes,Yes,Yes,Yes,Yes,No,None,None,Yes,No,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Yahoo,Inactive,Few,Naukri,High,Yes,Poor,None,WhatsApp,No,Has Questions,Inactive,None,None,No,No,Yes,Urgent requirement for developer. Apply now with resume,1
None,Yes,None,Yes,No,No,No,No,Yes,No,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Poor,Gmail,Active,Many,LinkedIn,High,Yes,Poor,Video,Telegram,No,Has Questions,Inactive,None,Present,Yes,No,Yes,Looking for software engineer with 2+ years experience in python and django,0
No,None,None,No,None,Yes,No,Yes,None,None,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Outlook,Inactive,Many,WhatsApp,Realistic,No,Poor,Video,Call,Yes,Has Questions,Active,None,None,Yes,No,None,Urgent requirement for developer. Apply now with resume,0
None,No,None,Yes,None,No,No,Yes,None,Yes,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Company Domain,Inactive,None,Naukri,Realistic,No,Poor,Video,Email,Yes,Has Questions,Active,Positive,Present,Yes,Yes,No,Urgent requirement for developer. Apply now with resume,0
No,None,Yes,None,No,Yes,No,None,None,No,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Average,Yahoo,Active,None,Telegram,Realistic,No,Average,Video,Email,Yes,Has Questions,Inactive,Positive,Present,Yes,No,Yes,Hiring marketing executive with good comm skills and sales experience,0
None,None,None,No,None,No,Yes,None,None,No,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Gmail,Inactive,None,LinkedIn,Realistic,No,Average,Video,Call,Yes,Has Questions,Active,Positive,Present,Yes,No,None,Job opening in finance. CA preferred. Salary competitive,0
Yes,Yes,None,No,Yes,Yes,None,None,No,None,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Yahoo,Inactive,Few,WhatsApp,High,Yes,Good,None,WhatsApp,No,Has Questions,Active,Negative,Present,Yes,None,Yes,Job opening in finance. CA preferred. Salary competitive,1
No,None,Yes,None,Yes,Yes,No,No,Yes,Yes,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Good,Yahoo,Inactive,Many,WhatsApp,Low,No,Average,Phone,Telegram,No,Has Questions,Inactive,Negative,None,Yes,None,None,Urgent requirement for developer. Apply now with resume,0
No,No,None,None,Yes,Yes,No,Yes,No,No,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Good,Company Domain,Active,Few,LinkedIn,Low,Yes,Poor,None,Email,Yes,Has Questions,Active,Positive,Present,Yes,No,None,Urgent requirement for developer. Apply now with resume,0
None,None,No,Yes,Yes,Yes,Yes,No,None,Yes,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Good,Company Domain,Active,Many,Telegram,Low,No,Good,Video,Email,Yes,Has Questions,Inactive,None,None,No,Yes,None,Frontend developer required - html css js,0
None,None,Yes,None,Yes,None,Yes,None,Yes,None,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Outlook,Active,None,WhatsApp,Low,No,Good,Phone,Call,Yes,Has Questions,Active,None,None,No,Yes,No,Hiring marketing executive with good comm skills and sales experience,1
Yes,None,None,None,Yes,No,Yes,Yes,No,No,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Gmail,Active,None,Indeed,Low,Yes,Poor,Video,Telegram,Yes,Has Questions,Inactive,None,None,No,Yes,Yes,Looking for software engineer with 2+ years experience in python and django,0
No,None,Yes,No,None,No,No,No,No,No,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Company Domain,Inactive,None,Indeed,Low,Yes,Good,In-Person,Email,No,Has Questions,Active,None,None,No,None,No,Job opening in finance. CA preferred. Salary competitive,1
Yes,None,None,No,None,Yes,No,None,Yes,No,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Gmail,Active,Many,LinkedIn,Realistic,Yes,Poor,Phone,Email,Yes,Has Questions,Active,Negative,Present,Yes,None,No,Looking for software engineer with 2+ years experience in python and django,1
Yes,Yes,Yes,Yes,None,No,None,Yes,None,No,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Outlook,Inactive,Many,LinkedIn,High,Yes,Average,Video,Call,No,Has Questions,Inactive,Positive,None,Yes,None,Yes,Job opening in finance. CA preferred. Salary competitive,0
No,None,Yes,None,None,Yes,No,No,Yes,Yes,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Yahoo,Inactive,Few,Telegram,Low,Yes,Average,Phone,Telegram,Yes,Has Questions,Active,Negative,None,No,No,Yes,Job opening in finance. CA preferred. Salary competitive,1
None,None,None,No,No,None,No,No,None,None,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Yahoo,Inactive,None,WhatsApp,High,No,Good,In-Person,Email,Yes,Has Questions,Active,Negative,None,Yes,Yes,None,Urgent requirement for developer. Apply now with resume,1
Yes,No,No,No,None,Yes,Yes,None,None,No,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Yahoo,Active,None,WhatsApp,Low,Yes,Average,None,Telegram,Yes,Has Questions,Active,Negative,Present,No,None,None,Job opening in finance. CA preferred. Salary competitive,1
No,None,Yes,None,No,No,No,None,Yes,None,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Gmail,Active,None,WhatsApp,Realistic,Yes,Average,In-Person,Telegram,No,Has Questions,Inactive,Negative,None,No,Yes,No,Frontend developer required - html css js,0
Yes,No,None,None,No,No,No,None,None,No,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Gmail,Inactive,Few,WhatsApp,Low,No,Good,Video,Telegram,Yes,Has Questions,Inactive,None,None,No,No,No,Job opening in finance. CA preferred. Salary competitive,1
No,None,None,Yes,No,Yes,Yes,No,None,Yes,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Average,Gmail,Inactive,None,LinkedIn,High,No,Poor,Video,WhatsApp,Yes,Has Questions,Active,Negative,Present,Yes,None,Yes,Frontend developer required - html css js,1
Yes,No,No,None,None,None,None,No,No,None,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Average,Outlook,Inactive,Many,LinkedIn,High,No,Average,Video,Telegram,Yes,Has Questions,Active,Positive,None,Yes,None,None,Frontend developer required - html css js,0
No,None,Yes,Yes,Yes,None,Yes,No,Yes,None,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Average,Outlook,Active,Few,LinkedIn,Low,Yes,Poor,None,Email,No,Has Questions,Inactive,Negative,None,Yes,None,Yes,Urgent requirement for developer. Apply now with resume,1
None,None,No,None,Yes,None,None,Yes,None,None,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Good,Gmail,Active,None,Naukri,High,Yes,Poor,Phone,WhatsApp,Yes,Has Questions,Active,Positive,Present,No,No,No,Frontend developer required - html css js,1
No,Yes,No,No,Yes,None,None,Yes,Yes,Yes,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Good,Gmail,Inactive,Many,Naukri,Realistic,No,Average,None,Call,No,Has Questions,Inactive,Negative,None,Yes,None,Yes,Job opening in finance. CA preferred. Salary competitive,1
No,No,No,Yes,No,No,No,None,Yes,None,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Yahoo,Active,Many,Telegram,Low,No,Average,In-Person,Telegram,No,Has Questions,Active,None,Present,No,Yes,No,Job opening in finance. CA preferred. Salary competitive,1
None,None,No,None,Yes,None,No,Yes,No,Yes,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Average,Yahoo,Inactive,Many,LinkedIn,Low,No,Good,Video,Email,Yes,Has Questions,Inactive,Negative,None,Yes,No,None,Frontend developer required - html css js,0
No,Yes,No,Yes,No,Yes,Yes,None,None,No,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Poor,Gmail,Active,Many,WhatsApp,High,No,Poor,None,Call,Yes,Has Questions,Inactive,Negative,None,Yes,None,No,Frontend developer required - html css js,0
None,None,No,No,None,None,None,None,None,Yes,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Average,Gmail,Inactive,Many,Naukri,High,No,Average,Phone,Call,Yes,Has Questions,Inactive,Negative,Present,Yes,Yes,No,Hiring marketing executive with good comm skills and sales experience,0
Yes,None,Yes,None,No,No,No,None,Yes,Yes,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Yahoo,Inactive,None,Indeed,Low,No,Poor,Phone,WhatsApp,Yes,Has Questions,Inactive,Negative,Present,No,None,Yes,Job opening in finance. CA preferred. Salary competitive,1
None,Yes,No,No,Yes,None,Yes,No,No,None,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Yahoo,Active,Many,WhatsApp,Low,No,Poor,Video,Call,No,Has Questions,Active,None,Present,No,No,None,Hiring marketing executive with good comm skills and sales experience,0
Yes,No,No,Yes,No,None,No,Yes,None,Yes,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Yahoo,Active,None,LinkedIn,Realistic,No,Average,In-Person,Telegram,Yes,Has Questions,Inactive,Positive,None,No,Yes,No,Frontend developer required - html css js,0
No,Yes,Yes,None,No,Yes,No,No,No,No,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Outlook,Active,Many,Naukri,Low,Yes,Poor,None,Email,No,Has Questions,Inactive,Negative,None,Yes,Yes,Yes,Frontend developer required - html css js,0
No,No,No,Yes,None,No,None,None,No,None,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Outlook,Inactive,Many,LinkedIn,High,Yes,Average,None,Telegram,No,Has Questions,Active,None,Present,No,None,No,Hiring marketing executive with good comm skills and sales experience,0
None,Yes,No,None,Yes,Yes,None,Yes,No,No,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Average,Gmail,Inactive,None,WhatsApp,Low,Yes,Poor,Video,Call,Yes,Has Questions,Active,Negative,Present,Yes,Yes,None,Looking for software engineer with 2+ years experience in python and django,0
No,No,Yes,Yes,Yes,None,No,Yes,Yes,Yes,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Poor,Yahoo,Inactive,None,LinkedIn,Realistic,Yes,Poor,Video,Email,No,Has Questions,Active,Negative,Present,Yes,No,No,Looking for software engineer with 2+ years experience in python and django,1
No,None,No,No,None,No,None,No,No,Yes,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Good,Gmail,Active,None,WhatsApp,Realistic,Yes,Good,Video,WhatsApp,Yes,Has Questions,Inactive,Negative,None,Yes,No,No,Looking for software engineer with 2+ years experience in python and django,1
None,Yes,None,None,No,No,No,Yes,None,No,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Company Domain,Inactive,None,WhatsApp,Low,Yes,Average,None,Call,Yes,Has Questions,Inactive,None,None,No,None,None,Hiring marketing executive with good comm skills and sales experience,0
Yes,None,No,None,No,None,Yes,No,None,Yes,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Outlook,Active,Many,Telegram,High,No,Poor,In-Person,Email,No,Has Questions,Inactive,Positive,None,Yes,No,None,Frontend developer required - html css js,0
No,No,Yes,No,No,No,No,Yes,Yes,None,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Average,Yahoo,Active,None,WhatsApp,Realistic,Yes,Good,In-Person,WhatsApp,Yes,Has Questions,Inactive,None,Present,Yes,None,No,Looking for software engineer with 2+ years experience in python and django,0
Yes,No,Yes,None,None,None,No,No,None,Yes,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Yahoo,Active,Few,Indeed,Low,No,Poor,Video,Email,No,Has Questions,Inactive,Positive,None,No,No,No,Hiring marketing executive with good comm skills and sales experience,0
Yes,No,None,None,No,Yes,None,None,Yes,Yes,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Good,Yahoo,Inactive,Few,Indeed,Low,Yes,Poor,Video,Email,Yes,Has Questions,Active,Negative,None,No,Yes,Yes,Urgent requirement for developer. Apply now with resume,0
None,None,No,None,No,None,Yes,No,No,None,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Outlook,Active,Many,Naukri,High,Yes,Good,None,Email,No,Has Questions,Active,None,None,Yes,Yes,Yes,Frontend developer required - html css js,1
Yes,Yes,Yes,Yes,Yes,Yes,None,None,None,None,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Company Domain,Inactive,Few,Telegram,Low,No,Average,None,Telegram,No,Has Questions,Inactive,None,None,No,Yes,Yes,Hiring marketing executive with good comm skills and sales experience,1
No,No,None,Yes,None,None,Yes,None,No,Yes,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Gmail,Active,Few,WhatsApp,Low,Yes,Average,None,Telegram,No,Has Questions,Active,None,Present,No,No,Yes,Hiring marketing executive with good comm skills and sales experience,0
Yes,None,None,Yes,Yes,None,No,Yes,No,None,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Gmail,Active,Many,Telegram,High,Yes,Good,In-Person,WhatsApp,Yes,Has Questions,Active,Negative,Present,No,None,No,Job opening in finance. CA preferred. Salary competitive,0
None,Yes,No,Yes,None,None,Yes,No,None,Yes,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Yahoo,Active,None,LinkedIn,Low,No,Good,None,Email,No,Has Questions,Inactive,Positive,None,No,None,Yes,Hiring marketing executive with good comm skills and sales experience,1
No,No,None,No,No,No,No,Yes,Yes,No,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Good,Outlook,Inactive,Few,LinkedIn,High,No,Good,Video,Call,No,Has Questions,Active,None,Present,Yes,No,Yes,Job opening in finance. CA preferred. Salary competitive,1
